Log10 PageRank	Title
-5.042	Leiden University
-5.042	Liberty
-5.042	National Assembly (France)
-5.043	American imperialism
-5.043	List of ISO standards
-5.043	Nepali language
-5.043	Partitions of Poland
-5.043	Ordination
-5.043	Sulfuric acid
-5.043	Ancient history
-5.043	Fortune (magazine)
-5.043	Power station
-5.043	Australian Recording Industry Association
-5.043	Pittsburgh Pirates
-5.043	Hebrew alphabet
-5.043	Imperial College London
-5.043	Electric field
-5.043	Biblical canon
-5.043	Thai alphabet
-5.043	Metropolitan county
-5.043	Olympic weightlifting
-5.043	AT&T
-5.043	Brahmic scripts
-5.044	Microeconomics
-5.044	Bailiwick
-5.044	Indiana University
-5.044	Chemotherapy
-5.044	Sinn Féin
-5.044	International recognition of Kosovo
-5.044	Form (botany)
-5.044	Vingtaine
-5.044	Île-de-France
-5.044	Carl Friedrich Gauss
-5.044	Coventry
-5.044	Flag
-5.044	XHTML
-5.044	Germany national football team
-5.044	Letter to the editor
-5.044	Embryology
-5.044	Systematic name
-5.045	Bookbinding
-5.045	Amplifier
-5.045	Australian House of Representatives
-5.045	Perception
-5.045	Skin
-5.045	Basque Country (autonomous community)
-5.045	Boarding school
-5.045	Arrondissement
-5.045	Timeline of modern American conservatism
-5.045	Tackle (American and Canadian football)
-5.045	Wilayah
-5.045	Genus (biology)
-5.045	Time-division multiplexing
-5.045	Solstice
-5.045	Suffix
-5.045	Ancient Greek philosophy
-5.045	Katakana
-5.045	Sierra Nevada (U.S.)
-5.045	Plant stem
-5.045	Heir apparent
-5.045	Publishers Weekly
-5.045	Cultural Revolution
-5.045	Fief
-5.046	Roman diocese
-5.046	Population genetics
-5.046	Latter Day Saint movement
-5.046	Telecommunications in Italy
-5.046	Safavid dynasty
-5.046	Covalent bond
-5.046	Weather forecasting
-5.046	Trombone
-5.046	Newfoundland (island)
-5.046	Independent music
-5.046	Telecommunications in New Zealand
-5.046	Century
-5.046	Aten asteroid
-5.046	Iliad
-5.046	McGraw-Hill
-5.046	BSD licenses
-5.046	Caliph
-5.046	Shooting sport
-5.046	Google Earth
-5.047	Money
-5.047	Egg
-5.047	Walt Disney
-5.047	Schutzstaffel
-5.047	Prentice Hall
-5.047	Search engine
-5.047	Cassava
-5.047	Dayton, Ohio
-5.047	Chromalveolata
-5.047	List of towns in Japan
-5.047	Asteroid family
-5.047	Typesetting
-5.047	Fidel Castro
-5.047	Bhagavad Gita
-5.047	Dicyemida
-5.047	Professional and working class conflict in the United States
-5.047	Hiking
-5.047	John J. O'Connor (mathematician)
-5.047	Phonograph
-5.047	Eutheria
-5.047	Stress (linguistics)
-5.048	Discrimination
-5.048	2006 FIFA World Cup
-5.048	Group (mathematics)
-5.048	Bicycle
-5.048	Pacific States
-5.048	Drought
-5.048	Word processor
-5.048	Administrative law
-5.048	Very high frequency
-5.048	International Federation of the Phonographic Industry
-5.048	Pliocene
-5.049	Ear
-5.049	Dáil Éireann
-5.049	Polish-Lithuanian Commonwealth
-5.049	Tenor
-5.049	Killed in action
-5.049	Hebei
-5.049	Videophone
-5.049	Pronunciation of asteroid names
-5.049	Peacekeeping
-5.049	Palatalization
-5.049	Tongue
-5.049	Mobile telephony
-5.049	Pasadena, California
-5.049	Russian State Library
-5.049	Gun politics in the United States
-5.049	Health care reform in the United States
-5.049	Chinese Civil War
-5.049	Edward I of England
-5.049	FC Barcelona
-5.049	Lesbian
-5.049	Pension
-5.049	Savanna
-5.049	Snowboarding
-5.049	Toshiba
-5.049	Transistor
-5.049	Mestizo
-5.049	Stepfamily
-5.049	Bali
-5.050	Royalties
-5.050	Arabian Sea
-5.050	Pune
-5.050	Midway Atoll
-5.050	Balearic Islands
-5.050	Medical research
-5.050	Waterfall
-5.050	Aztec
-5.050	Imperial Japanese Army
-5.050	Nintendo Entertainment System
-5.050	Cathode ray tube
-5.050	Autonomous counties of the People's Republic of China
-5.050	Languages of Asia
-5.050	Nikita Khrushchev
-5.050	Brigadier general
-5.050	KGB
-5.050	Luxembourgish language
-5.050	History of the United States (1991–present)
-5.050	U-boat
-5.050	Ant
-5.050	Network affiliate
-5.051	Constructed language
-5.051	Foreign and Commonwealth Office
-5.051	51st state
-5.051	Coal mining
-5.051	Nightclub
-5.051	Leather
-5.051	North Yorkshire
-5.051	Bundestag
-5.051	ITU-T
-5.051	Lists of populated places in the United States
-5.051	American Jews
-5.051	List of music recording certifications
-5.051	States of Austria
-5.051	Hit (baseball)
-5.051	Capital (economics)
-5.051	Microform
-5.051	Hindu calendar
-5.051	Meat
-5.051	Counties of the People's Republic of China
-5.051	Epic poetry
-5.052	Indian Rebellion of 1857
-5.052	Byzantine
-5.052	Detached object
-5.052	Scuba diving
-5.052	Folklore of the United States
-5.052	Shark
-5.052	Mahayana
-5.052	Aachen
-5.052	Incandescent light bulb
-5.052	Confederate States Army
-5.052	Maurya Empire
-5.052	Visual art of the United States
-5.052	Relief
-5.052	London Underground
-5.052	Leicester
-5.052	General Services Administration
-5.052	Tottenham Hotspur F.C.
-5.052	Goaltender
-5.052	Techno
-5.052	Scots law
-5.052	Steam locomotive
-5.052	Mission (Christianity)
-5.052	Dot-com bubble
-5.052	U2
-5.053	Adenosine triphosphate
-5.053	VH1
-5.053	Welsh people
-5.053	Moldavia
-5.053	Far East
-5.053	Parliament of India
-5.053	Spacecraft
-5.053	Foreign direct investment
-5.053	Time signature
-5.053	Telecommunications in Greece
-5.053	US Open (tennis)
-5.053	Polytheism
-5.053	Playoffs
-5.053	English American
-5.054	BIBSYS
-5.054	Penalty kick
-5.054	Polynomial
-5.054	Korean Braille
-5.054	Angular momentum
-5.054	LGBT rights in the United States
-5.054	University of Georgia
-5.054	Protozoa
-5.054	GSM
-5.054	Angiosperm
-5.054	Television advertisement
-5.054	Mail
-5.054	Cell wall
-5.054	Lightning
-5.054	Lower Silesian Voivodeship
-5.054	If and only if
-5.054	Nielsen Holdings
-5.054	Veneration of Mary in Roman Catholicism
-5.054	Vacuum tube
-5.054	Flight International
-5.054	Bluetooth
-5.054	Sussex
-5.055	Led Zeppelin
-5.055	Mixed economy
-5.055	Evolutionary psychology
-5.055	Graubünden
-5.055	Sign language
-5.055	Acute accent
-5.055	Neuron
-5.055	Exarch
-5.055	Mount Everest
-5.055	Subtribe
-5.055	Linear algebra
-5.055	G8
-5.055	Ptolemaic Kingdom
-5.055	Chromium
-5.055	Eponym
-5.055	Praetorian prefecture
-5.056	Interchange (road)
-5.056	Banking in the United States
-5.056	Chemical Abstracts Service
-5.056	Pharynx
-5.056	Cenozoic
-5.056	Heresy
-5.056	Ideology
-5.056	XSLT
-5.056	Northern Ireland Assembly
-5.056	Governorate
-5.056	Lagoon
-5.056	Rigveda
-5.056	Brass
-5.056	Keynesian economics
-5.056	Site of Special Scientific Interest
-5.056	Patriarch
-5.056	United States Democratic Party
-5.056	Bengal
-5.056	London Heathrow Airport
-5.057	Telecommunications in Belarus
-5.057	Peptide
-5.057	Stoicism
-5.057	Philosophy of mind
-5.057	Second Polish Republic
-5.057	Soundtrack album
-5.057	Precession
-5.057	Obesity in the United States
-5.057	Ortsteil
-5.057	Commercial law
-5.057	Battle of France
-5.057	Federalism in the United States
-5.057	Nomad
-5.057	Twelfth grade
-5.057	Houghton Mifflin Harcourt
-5.057	University of Nottingham
-5.057	Telecommunications in Ukraine
-5.057	Socrates
-5.057	Luxembourg (city)
-5.057	Mass spectrometry
-5.058	Baltic states
-5.058	Free content
-5.058	Atomic bombings of Hiroshima and Nagasaki
-5.058	David Hilbert
-5.058	Salvation
-5.058	Football at the Summer Olympics
-5.058	Libretto
-5.058	Alcoholism
-5.058	Antarctic Treaty System
-5.058	Middle class
-5.058	Xbox (console)
-5.058	Salmon
-5.058	Bundesliga
-5.058	Charles de Gaulle
-5.058	Pacific Islands American
-5.058	Victoria Cross
-5.058	SourceForge
-5.058	Outline of the United States
-5.058	International Air Transport Association
-5.058	Dictatorship
-5.058	Architecture of the United States
-5.058	Białystok
-5.058	Red states and blue states
-5.058	Superhero
-5.058	Turku
-5.058	Gymnosperm
-5.058	St. Peter's Basilica
-5.058	Kabbalah
-5.059	Squamata
-5.059	Crown dependencies
-5.059	Guild
-5.059	Universal Time
-5.059	Windows 8
-5.059	College basketball
-5.059	African-American Civil Rights Movement (1896–1954)
-5.059	Nobel Prize in Chemistry
-5.059	Telephone line
-5.059	Park
-5.059	Banners of Inner Mongolia
-5.059	Livy
-5.059	Socialist
-5.059	Chicago White Sox
-5.059	Applied mathematics
-5.059	Ministry (government department)
-5.059	Braille e-book
-5.059	Official New Zealand Music Chart
-5.059	Wake Island
-5.059	Interest rate
-5.060	Honda
-5.060	Hockey
-5.060	Comma-separated values
-5.060	Distillation
-5.060	Electronic Arts
-5.060	Edgar Allan Poe
-5.060	Hormone
-5.060	Vitamin C
-5.060	Partition of India
-5.060	Alchemy
-5.060	Sanskrit language
-5.060	Elephant
-5.060	Kobe
-5.060	Mainz
-5.060	Abraham
-5.060	Instant messaging
-5.060	Barrister
-5.060	Cosmology
-5.060	Octave
-5.060	Foreign trade of the United States
-5.060	Lunisolar calendar
-5.060	Assembly language
-5.060	National Wildlife Refuge
-5.061	Abortion in the United States
-5.061	Harvard
-5.061	Plant pathology
-5.061	Manchester City F.C.
-5.061	Award
-5.061	American Chemical Society
-5.061	Grand Slam (tennis)
-5.061	Island Records
-5.061	Telecommunications in Finland
-5.061	Health insurance in the United States
-5.061	Maghreb
-5.061	Laissez-faire
-5.061	Pomeranian Voivodeship
-5.061	Telecommunications in Austria
-5.061	Cyrillic
-5.061	Industrial engineering
-5.061	Stamen
-5.061	Damocloid asteroid
-5.061	Alaska Natives
-5.061	Gas turbine
-5.061	RSS
-5.061	NTSC
-5.061	Crime in the United States
-5.061	Student
-5.061	BBC Television
-5.062	Foreign policy
-5.062	Dermatology
-5.062	Index of United States-related articles
-5.062	Cossacks
-5.062	UK Independence Party
-5.062	Allophone
-5.062	Fachhochschule
-5.062	Aalborg University
-5.062	Cleveland Indians
-5.062	Semitic languages
-5.062	Order of the Garter
-5.062	Regulation of therapeutic goods
-5.062	Differential equation
-5.062	Superspecies
-5.062	Market capitalization
-5.062	Presenter
-5.062	Accordion
-5.062	U.S. House of Representatives
-5.062	Female
-5.062	Correlation and dependence
-5.062	Child
-5.062	Recorded Music NZ
-5.062	Rule of law
-5.062	Amiga
-5.062	Calcutta
-5.062	Parsec
-5.062	Monotypic
-5.063	Ministry of Defence (United Kingdom)
-5.063	Okrug
-5.063	Foreign minister
-5.063	Series (botany)
-5.063	Super Bowl
-5.063	Etruscan civilization
-5.063	Top R&B/Hip-Hop Albums
-5.063	Environmental law
-5.063	FidoNet
-5.063	Systema Naturae
-5.063	Energy policy of the United States
-5.063	Districts of Libya
-5.063	Minor-planet designation
-5.063	Timeline of United States inventions
-5.063	UK PubMed Central
-5.063	JPEG
-5.063	List of summer villages in Alberta
-5.063	Magnetism
-5.063	Maya civilization
-5.063	Logging
-5.063	Tilde
-5.063	Spin (magazine)
-5.063	Michael (archangel)
-5.063	Neurology
-5.063	Condominium (international law)
-5.063	List of municipalities in British Columbia
-5.063	Foraminifera
-5.063	Old Italic script
-5.063	Q magazine
-5.063	Pyrenees
-5.063	Laboratory
-5.063	Simplified molecular input line entry specification
-5.063	Hexapoda
-5.064	Arctic Circle
-5.064	Economic development
-5.064	United States Department of the Navy
-5.064	EU
-5.064	Ural Mountains
-5.064	Vladimir K. Zworykin
-5.064	RCA
-5.064	Separation of church and state
-5.064	Accounting
-5.064	Fiberglass
-5.064	Social programs in the United States
-5.064	Numerical analysis
-5.064	Indian rupee
-5.064	Coast
-5.064	List of asteroid moons
-5.064	1956 Summer Olympics
-5.064	Pearson PLC
-5.064	United States Attorney General
-5.064	Telecommunications link
-5.064	Thesaurus
-5.064	Australia (continent)
-5.064	House
-5.065	John von Neumann
-5.065	Duke
-5.065	Polo
-5.065	Time Magazine
-5.065	Drum
-5.065	University of California, Davis
-5.065	Meanings of minor-planet names
-5.065	Explosive material
-5.065	Palatal nasal
-5.065	Media Source Inc.
-5.065	Chief financial officer
-5.065	Non-fiction
-5.065	United States home front during World War II
-5.065	Bird migration
-5.065	Telecommunications in Spain
-5.065	Carbon monoxide
-5.065	Telecommunications in Hungary
-5.066	Urbanization
-5.066	Mortgage loan
-5.066	Geography of the United States
-5.066	Arthur Schopenhauer
-5.066	French and Indian War
-5.066	Transmission medium
-5.066	Theater of the United States
-5.066	MySpace
-5.066	Northwestern United States
-5.066	Mexican-American War
-5.066	The New York Review of Books
-5.066	Mathematical analysis
-5.066	Slavic peoples
-5.066	Retroflex consonant
-5.066	Botanical garden
-5.066	Empirical evidence
-5.066	Flatworm
-5.066	Floating point
-5.066	Endocrine system
-5.066	Radiocarbon dating
-5.066	Prophets in Islam
-5.066	Riding (country subdivision)
-5.066	Serie A
-5.066	French Revolutionary Wars
-5.066	Galaxy
-5.067	Cannes Film Festival
-5.067	Benedictine
-5.067	Class conflict
-5.067	South Vietnam
-5.067	Lieutenant commander
-5.067	Telecommunications in the Philippines
-5.067	Pe̍h-ōe-jī
-5.067	Epoch (geology)
-5.067	Periodical literature
-5.067	Mosaic
-5.067	Sports in the United States
-5.067	Telecommunications in Slovakia
-5.067	Electrical resistivity and conductivity
-5.067	Jagadish Chandra Bose
-5.067	Santo Domingo
-5.067	Ship commissioning
-5.067	Joseon
-5.067	Case citation
-5.067	Ancien Régime
-5.067	Yeshiva
-5.068	Party leaders of the United States Senate
-5.068	Ophthalmology
-5.068	Law enforcement agency
-5.068	Busan
-5.068	Ester
-5.068	Vocabulary
-5.068	Spirituality
-5.068	Zhejiang
-5.068	Financial market
-5.068	Entropy
-5.068	Energy in the United States
-5.068	Telecommunications in American Samoa
-5.068	Film score
-5.068	Radio in the United States
-5.068	Plural
-5.068	Rowman & Littlefield
-5.068	Cincinnati Reds
-5.068	Sitio
-5.068	List of screw drives
-5.068	Volunteering
-5.068	Proper noun
-5.069	Witchcraft
-5.069	Federal Reporter
-5.069	Charles Wheatstone
-5.069	Human voice
-5.069	Lombards
-5.069	Library of Congress Country Studies
-5.069	Cultural assimilation
-5.069	Financial statement
-5.069	Consumer protection
-5.069	Hymenoptera
-5.069	Religious text
-5.069	University of Missouri
-5.069	Local government in Wales
-5.069	New England town
-5.069	Meanings of minor planet names
-5.069	Indus River
-5.069	Telecommunications in Lithuania
-5.069	Carnivore
-5.069	Telecommunications in Europe
-5.069	United Nations Headquarters
-5.070	Septuagint
-5.070	United States Secretary of the Treasury
-5.070	Asthma
-5.070	Suez Canal
-5.070	Swiss Music Charts
-5.070	Monarchy of Canada
-5.070	President of France
-5.070	Specialized municipalities of Alberta
-5.070	Rhodes
-5.070	Jazz fusion
-5.070	Augustinians
-5.070	Apprenticeship
-5.070	Community
-5.070	Inner Mongolia
-5.070	Hydropower
-5.070	Religion in ancient Rome
-5.070	Sejm
-5.070	Muslims
-5.070	Westminster system
-5.070	Solaris (operating system)
-5.070	Banana
-5.070	Nice
-5.070	National Historical Geographic Information System
-5.070	Grammatical person
-5.071	G-20 major economies
-5.071	Central Africa
-5.071	C0 and C1 control codes
-5.071	People's Republic of Poland
-5.071	List of transcontinental countries
-5.071	Atlantic slave trade
-5.071	Syriac language
-5.071	Yangtze River
-5.071	Lexicography
-5.071	Astronaut
-5.071	Type system
-5.071	Association of Tennis Professionals
-5.071	Bee
-5.071	Low German
-5.071	Mecklenburg-Vorpommern
-5.071	Graphic design
-5.071	Celestial coordinate system
-5.071	Talk radio
-5.071	Polymorphism (biology)
-5.071	Arabic numerals
-5.071	Falklands War
-5.071	American exceptionalism
-5.071	Autonomous republic
-5.071	Telecommunications in Armenia
-5.071	County Durham
-5.071	Deme
-5.071	Colombo
-5.071	Political status of Puerto Rico
-5.072	Greater Manchester
-5.072	Captain (naval)
-5.072	Cohort (biology)
-5.072	Appellate court
-5.072	Economy of Russia
-5.072	Information theory
-5.072	Patronymic
-5.072	Telecommunications in Iraq
-5.072	Digital camera
-5.072	Voiceless alveolar affricate
-5.072	Eastern Christianity
-5.072	Radiation
-5.072	Knights Hospitaller
-5.072	Peasant
-5.072	Tony Award
-5.072	Allergy
-5.072	Obesity
-5.072	Article One of the United States Constitution
-5.072	Recession
-5.073	South East England
-5.073	Telecommunications in Cyprus
-5.073	Telecommunications in Romania
-5.073	Distant minor planet
-5.073	Chinese American
-5.073	Cognition
-5.073	List A cricket
-5.073	Bicycle racing
-5.073	Edward III of England
-5.073	Scottish English
-5.073	T. S. Eliot
-5.073	Subdistrict
-5.073	Tibetan Buddhism
-5.073	Durham University
-5.073	Solar calendar
-5.073	Orange County, California
-5.073	String (computer science)
-5.073	Confucius
-5.073	Non-commissioned officer
-5.074	Federal Judicial Center
-5.074	Structural engineering
-5.074	Mulatto
-5.074	Dell
-5.074	Structuralism
-5.074	Ranchería
-5.074	Sakha Republic
-5.074	Telecommunications in Japan
-5.074	Restoration (England)
-5.074	Infraphylum
-5.074	UTC+9
-5.074	Frequency-division multiplexing
-5.074	University of California, Santa Barbara
-5.074	The Dallas Morning News
-5.074	Deacon
-5.074	History of the Internet
-5.074	Supertribe
-5.074	Nickname
-5.074	Ross Dependency
-5.074	Persian Empire
-5.074	Dictionary of New Zealand Biography
-5.074	Formal language
-5.074	Indo-Iranian languages
-5.074	Allied-occupied Germany
-5.074	Optical communication
-5.074	Centrism
-5.075	Tomato
-5.075	Capital districts and territories
-5.075	University of Bristol
-5.075	Fish fin
-5.075	Heard Island and McDonald Islands
-5.075	Indian English
-5.075	International Commission on Stratigraphy
-5.075	Automobile layout
-5.075	Determinism
-5.075	Programming paradigm
-5.075	Microphylum
-5.075	Infrakingdom
-5.075	Media of the United States
-5.075	National Portrait Gallery, London
-5.075	Monarchy of Australia
-5.075	Ampere
-5.075	Literary criticism
-5.075	Porto
-5.075	INSEE
-5.075	French Canadian
-5.075	Albuquerque, New Mexico
-5.075	Telecommunications in Montenegro
-5.075	Administrative village
-5.075	Manhattan Project
-5.075	Skopje
-5.075	Skiing
-5.075	Monotheism
-5.076	Microdata (statistics)
-5.076	Baroque music
-5.076	Eye
-5.076	Peat
-5.076	Commuter rail
-5.076	Death metal
-5.076	BP
-5.076	Health system
-5.076	Kannada
-5.076	Nucleic acid sequence
-5.076	Victoria of the United Kingdom
-5.076	Whig Party (United States)
-5.076	Radiotelephone
-5.076	Timeline of United States inventions (1946–91)
-5.076	Henan
-5.076	Field (mathematics)
-5.076	Berber people
-5.076	Agriculture in the United States
-5.076	Stomach
-5.076	Telecommunications in Saudi Arabia
-5.076	Hymn
-5.076	Triangle
-5.077	Percussion
-5.077	Arizona State University
-5.077	Educational technology
-5.077	Hanseatic League
-5.077	Norse mythology
-5.077	IBooks
-5.077	American nationalism
